TokenID,Filename,Label,Start[s],End[s],Step,Time,f0,Intensity,F1,F2,F3,F4,F5
8,0009,a,6,6.010000000000005,2,6.00666666666667,105.08201402092439,60.61331358409924,566.9845200994001,1203.073501237073,2311.321059096814,2885.5957202003437,4272.189590155873
8,0009,a,6,6.010000000000005,3,6.010000000000005,104.29695121527702,60.24465027377001,574.0244725078455,1185.3631833199813,2251.8825403092555,2876.5408567738414,4287.946887896173
9,0009,a,8.649999999999999,8.690000000000005,0,8.649999999999999,169.0267436918165,70.7709395356691,272.74575998245905,1003.6692188841533,2454.118242289506,4075.6762053760817,4879.828485753132
9,0009,a,8.649999999999999,8.690000000000005,1,8.663333333333334,172.04426810812154,70.58213484745508,325.1259612735406,1267.029435950034,2344.3755721763823,3863.6351702295165,--undefined--
9,0009,a,8.649999999999999,8.690000000000005,2,8.67666666666667,171.97619153184425,70.40804966240339,391.498506917726,1486.3442935248627,2343.0106558405723,3831.7149383626956,--undefined--
9,0009,a,8.649999999999999,8.690000000000005,3,8.690000000000005,171.3610158734345,69.8577971415541,439.47694663776997,1559.511495611956,2413.217026921376,3800.2358729615903,--undefined--
10,0009,a,8.79,8.82,0,8.79,184.04139762634946,69.65845432921786,456.324900660871,1671.6958356363798,2640.881004990953,3823.6747498741697,--undefined--
10,0009,a,8.79,8.82,1,8.799999999999999,185.49784625831668,69.87784791647984,450.64588801948577,1631.1718049944527,2490.8818176126674,3835.1094495786124,3925.509851945384
10,0009,a,8.79,8.82,2,8.81,186.8426103817603,70.1401370410588,447.8486074968343,1608.185363262334,2505.0491787797323,3685.1498978694394,3825.5564804420865
10,0009,a,8.79,8.82,3,8.82,187.77680866912013,70.40162315511436,437.34345760258896,1519.3893210872632,2456.2645592479876,3640.7727368639107,3759.8931753641464
11,0009,a,8.899999999999999,9.009377797656732,0,8.899999999999999,188.38073757809647,71.82288957988699,390.67181286755016,1324.3478172250436,3108.217352754085,3921.5048579466193,--undefined--
11,0009,a,8.899999999999999,9.009377797656732,1,8.936459265885576,175.7144410920091,71.25082082519282,494.86146630387344,1391.2244583034662,2369.089302122565,3646.04467247526,4127.170000473455
11,0009,a,8.899999999999999,9.009377797656732,2,8.972918531771155,163.1414102699964,72.34670483842962,414.9871966860553,1480.4421739652685,2907.9940408611146,3951.4950501884728,--undefined--
11,0009,a,8.899999999999999,9.009377797656732,3,9.009377797656732,146.5079604985852,67.35687346145994,321.63305020024325,1447.9969417432524,2750.385083446626,3916.617297194692,4937.463002355936
12,0009,a,9.559999999999995,9.57,0,9.559999999999995,106.34741241575017,62.19117564087891,555.5262038559508,1187.4277923758061,2317.369412947901,3902.448605598821,4154.209626911077
12,0009,a,9.559999999999995,9.57,1,9.56333333333333,105.3437430875331,61.728188645898406,558.6527497370914,1172.933720200633,2308.865522009922,3784.1064155314957,4190.891562911631
12,0009,a,9.559999999999995,9.57,2,9.566666666666665,104.61835386267961,61.20368945528109,575.5328517357975,1137.002841643419,2330.428063641202,3858.4718474487936,4232.705105620203
12,0009,a,9.559999999999995,9.57,3,9.57,103.89296463782611,60.68158914882952,590.7247998599605,1108.3610577847855,2346.451102660685,3881.1036836208727,4276.61187356317
13,0009,a,15.720000000000006,15.770000000000003,0,15.720000000000006,166.70118651000797,71.95167775738001,312.0168217208373,1102.8086563026327,2528.4435835898894,3724.6197549021276,4999.228355465237
13,0009,a,15.720000000000006,15.770000000000003,1,15.736666666666672,169.85234521113335,72.00409104487912,347.6188807009571,1501.5587146454855,2488.48272197413,3865.572984150112,--undefined--
13,0009,a,15.720000000000006,15.770000000000003,2,15.753333333333337,167.89418430889313,71.01979103326843,398.522560986702,1652.5273319944145,2544.116216753989,3833.756555696785,--undefined--
13,0009,a,15.720000000000006,15.770000000000003,3,15.770000000000003,165.84469704521203,70.24294958036005,438.30538914619825,1642.8274844967,2505.2469064365923,3790.8249311672753,4343.024522711074
14,0009,a,15.880000000000004,15.910000000000004,0,15.880000000000004,174.32034402687518,69.44032924347297,490.30483913721457,1577.272798388027,2454.8373439120724,3805.2005173538105,3828.520101500855
14,0009,a,15.880000000000004,15.910000000000004,1,15.890000000000004,174.37023334400092,69.547007563574,482.973216060587,1560.6895490413979,2461.501440924381,3738.625784512551,3932.253598027704
14,0009,a,15.880000000000004,15.910000000000004,2,15.900000000000004,174.63234642469362,69.69661408248027,465.10027612429064,1535.8638405998984,2438.7818795084245,3649.4838549666456,3786.575038551009
14,0009,a,15.880000000000004,15.910000000000004,3,15.910000000000004,174.02119542485264,69.87428306496662,446.10383330808287,1507.9921139497433,2430.046133935377,3737.5412040824367,3961.9597519017793
15,0009,a,15.979999999999997,16.05898444818606,0,15.979999999999997,178.3716767903342,71.00884338487832,368.7261877901565,1227.9190284463953,2392.9089185560815,3685.029189400748,4736.726703664659
15,0009,a,15.979999999999997,16.05898444818606,1,16.00632814939535,172.10794975832184,70.92400813932858,520.6500150223557,1223.374742351215,2425.6442242664484,3436.0794097420694,4053.4654189884964
15,0009,a,15.979999999999997,16.05898444818606,2,16.032656298790705,163.5490501552423,68.78936135067923,435.5917437152282,1249.028467000177,2540.683109361019,3647.899014024166,4353.990814231246
15,0009,a,15.979999999999997,16.05898444818606,3,16.05898444818606,147.4764403704528,63.492047474280334,428.43196562636183,1916.8075118392017,3234.1197655065343,4049.2320357865233,5065.508232424384
16,0009,i,16.301135837977846,16.381076841659116,0,16.301135837977846,244.86017259811678,61.55535229508667,261.7758328496469,2105.6113632705087,2958.083940013453,3762.851831929613,4961.981349420539
16,0009,i,16.301135837977846,16.381076841659116,1,16.327782839204936,199.93368235370184,67.77287100094587,308.2290803107272,2017.2605238350675,2699.204423443123,3537.4697117375517,--undefined--
16,0009,i,16.301135837977846,16.381076841659116,2,16.354429840432026,189.4411024412808,68.82028146412148,324.9071762135098,2096.219247119973,2767.49282244064,3545.4477801331677,--undefined--
16,0009,i,16.301135837977846,16.381076841659116,3,16.381076841659116,180.02300746166026,67.54579984791718,317.737171807608,1801.3269260784225,2372.2157786086696,3388.5845652469766,--undefined--
17,0009,a,16.68,16.690000000000005,0,16.68,105.18076128213046,60.111095771467475,608.4737707868961,1148.914364266008,2271.245716625629,3452.7844494138217,4372.81072329255
17,0009,a,16.68,16.690000000000005,1,16.683333333333334,105.52595316364784,59.77202757629695,611.464133774723,1141.5902976324023,2250.748984144822,3387.293408917058,4310.637861085999
17,0009,a,16.68,16.690000000000005,2,16.68666666666667,105.60078386916942,59.55866951799237,621.2412171497826,1125.5922685521368,2230.844357557625,3310.5571365031465,4279.867347939313
17,0009,a,16.68,16.690000000000005,3,16.690000000000005,105.67561457469094,59.249745060862494,627.6216062839621,1114.2383648907123,2212.024442841642,3265.1434132086397,4282.150657870628
18,0009,a,19.809999999999995,19.860000000000007,0,19.809999999999995,175.50063212118437,72.13984922337244,306.5309182910799,1089.1811570604855,2469.202507013122,3733.5886431503964,4882.251636023485
18,0009,a,19.809999999999995,19.860000000000007,1,19.826666666666664,177.97672595907054,72.93220588012646,362.4610637442591,1647.9842475136593,2489.092037054238,3845.265545631172,--undefined--
18,0009,a,19.809999999999995,19.860000000000007,2,19.843333333333337,175.69862929886355,72.29962016252408,419.1269790057008,1687.9843711553733,2509.6227269488463,3811.327135881832,3994.765114674007
18,0009,a,19.809999999999995,19.860000000000007,3,19.860000000000007,173.88606525900613,71.22110432530792,467.76531742848624,1661.91898584243,2462.2242768614947,3781.25174203673,3964.485854215942
19,0009,a,19.96999999999999,20,0,19.96999999999999,177.36585841681563,71.08647803272159,499.14828129596657,1653.6710259888166,2526.4469907524767,3838.9126212469046,--undefined--
19,0009,a,19.96999999999999,20,1,19.979999999999993,178.02302665326667,71.16256431243988,488.7972692594568,1625.9970128421428,2522.047381424625,3849.8184128156904,--undefined--
19,0009,a,19.96999999999999,20,2,19.99,178.27019565207127,71.31475658903582,474.0016112012692,1616.8048183508995,2525.123066264523,3819.134869341462,--undefined--
19,0009,a,19.96999999999999,20,3,20,178.47873006785275,71.57259176782408,449.5476441683345,1609.3755067182321,2520.4319307577694,3816.574532891103,--undefined--
20,0009,i,20.07124687952152,20.15835889666544,0,20.07124687952152,181.21183211841537,72.2369748859408,327.5813480898924,2090.3817712464615,3138.2454898466644,--undefined--,--undefined--
20,0009,i,20.07124687952152,20.15835889666544,1,20.100284218569495,177.8180272713267,73.06911451148589,341.3763871506492,2140.9761059973257,2988.772261299425,3679.786604369265,--undefined--
20,0009,i,20.07124687952152,20.15835889666544,2,20.129321557617466,169.4208792248777,72.09226020973607,320.85017821484803,2025.83953091817,2903.580900135773,3749.3768120150544,--undefined--
20,0009,i,20.07124687952152,20.15835889666544,3,20.15835889666544,156.51094032056875,66.23218401498686,273.14968356636274,1873.3406076553933,2681.26363025429,3807.647594552088,5070.898270096481
21,0009,a,20.317649442300016,20.442095181077043,0,20.317649442300016,159.90852464126715,68.64994802807814,299.56169946347694,1996.1561354187938,2560.5275619753556,3735.4316997325245,4718.061948659553
21,0009,a,20.317649442300016,20.442095181077043,1,20.359131355225692,190.45876277606553,75.56679850098118,514.144065081277,1617.691760761878,2499.4209201020867,3522.3623431723645,--undefined--
21,0009,a,20.317649442300016,20.442095181077043,2,20.400613268151368,201.67242681896792,76.29759962110013,576.3524613119257,1612.990345234055,2587.532460776935,3748.093956198603,4403.999230064021
21,0009,a,20.317649442300016,20.442095181077043,3,20.442095181077043,198.69148653828907,74.97056448367752,382.6487333235571,1587.7619653890831,2651.9580972262547,3757.8537034386577,--undefined--
22,0009,a,20.85,20.879979166666665,0,20.85,105.1541474491857,63.291848975315744,581.9872627412866,1283.034416713653,2306.3862458467406,3218.810269474853,4518.631726924546
22,0009,a,20.85,20.879979166666665,1,20.859993055555556,101.36201903934735,61.10981377736769,606.8370892871742,1210.1351899408737,2221.4427827308236,3055.407058014801,4310.3203707707235
22,0009,a,20.85,20.879979166666665,2,20.86998611111111,103.29325562906065,58.81842076399944,624.6599083462703,1138.3910018157985,2135.9463399564293,3003.680073186121,4360.486354417729
22,0009,a,20.85,20.879979166666665,3,20.879979166666665,104.77104989475104,56.65853398785794,572.6451990471232,1073.6048333745086,2069.9481102943646,3065.017756252658,4387.502160599263
23,0009,a,24.97997916666666,25.02997916666667,0,24.97997916666666,172.6374993430658,72.69355036128378,293.8655846780576,1079.6120021253103,2845.6494211409413,3645.0784152212386,4910.879395787262
23,0009,a,24.97997916666666,25.02997916666667,1,24.99664583333333,174.46348304213328,72.30668811191791,342.2295169376255,1283.6224074156244,2214.4456211410225,3780.688125468804,5155.948935301549
23,0009,a,24.97997916666666,25.02997916666667,2,25.0133125,171.81632936109187,72.28042378475604,391.1311045789355,1688.6111229740488,2363.917601800351,3830.706957986989,--undefined--
23,0009,a,24.97997916666666,25.02997916666667,3,25.02997916666667,169.66708826107816,71.39962735910292,436.14146904334365,1695.3327178388054,2538.4723308783387,3831.4867540795954,--undefined--
24,0009,a,25.199979166666672,25.22997916666666,0,25.199979166666672,184.44534552003662,71.86316116124871,486.9302040470937,1660.8274036500886,2524.9617283867906,3808.523473974409,--undefined--
24,0009,a,25.199979166666672,25.22997916666666,1,25.209979166666667,184.95612590446413,72.0748389060762,474.5896771350606,1659.4312211922838,2516.472414136167,3788.3845126759334,--undefined--
24,0009,a,25.199979166666672,25.22997916666666,2,25.219979166666665,184.48352098068892,72.3510727645323,460.78191311731933,1653.9176230728199,2512.4305218977993,3776.368086018014,--undefined--
24,0009,a,25.199979166666672,25.22997916666666,3,25.22997916666666,183.55082630894,72.53349206483435,433.1232708472889,1619.265717160846,2451.896635400234,3754.2353975368605,--undefined--
25,0009,i,25.449979166666672,25.519979166666666,0,25.449979166666672,197.13175930290532,68.09466493199326,369.3624892373353,2191.0684849759737,3405.1412438464276,3774.6390601708204,--undefined--
25,0009,i,25.449979166666672,25.519979166666666,1,25.473312500000002,188.81124063961093,74.924966393557,371.19429936754557,2269.586692938305,2595.720926811165,3749.55357072178,4610.215133694145
25,0009,i,25.449979166666672,25.519979166666666,2,25.496645833333336,181.62777460647496,76.47042957135979,359.74093913411014,2177.771300908793,2561.9038289427867,3766.254595373746,4902.089436407884
25,0009,i,25.449979166666672,25.519979166666666,3,25.519979166666666,181.79172129649015,75.82474578701323,364.03286281184785,2082.877789471281,2313.1496876881342,3665.0212297713565,4872.810075557916
26,0009,a,25.82635385682752,25.99865388417937,0,25.82635385682752,177.80196380517646,73.5323755217312,507.53965780104767,881.1072906252654,2261.383199486713,3356.2904584002076,4245.049433172373
26,0009,a,25.82635385682752,25.99865388417937,1,25.883787199278135,188.84942734961928,73.24394618686149,594.8247245950063,1207.5165639974055,2541.059115162052,3877.6458624122843,4988.705494753277
26,0009,a,25.82635385682752,25.99865388417937,2,25.941220541728754,188.4949856805854,73.6011878016689,517.220713822037,1465.958142565924,2710.3006769065355,4046.007703153538,--undefined--
26,0009,a,25.82635385682752,25.99865388417937,3,25.99865388417937,161.05162297045896,66.2908815246586,293.35837904961824,1535.6331879506286,2914.1242353343905,4218.266655429245,--undefined--
27,0009,a,26.489979166666664,26.49997916666665,0,26.489979166666664,100.3776296376342,63.22337159683511,634.7159399374378,1140.7158196406126,2153.2941632944185,3023.3776895138467,4302.566938518413
27,0009,a,26.489979166666664,26.49997916666665,1,26.493312499999995,99.99920687502062,62.72118394218045,638.150013250983,1138.5982175342488,2077.9893344663196,3244.1624294043318,4266.109012395062
27,0009,a,26.489979166666664,26.49997916666665,2,26.49664583333332,99.62363426217149,62.14356730670568,639.6782440918053,1131.2951539100618,2053.828466755978,3360.017950955989,4244.010755036708
27,0009,a,26.489979166666664,26.49997916666665,3,26.49997916666665,99.24806164932185,61.44384944457493,640.4835691671077,1122.0251910894208,2049.067032573216,3436.072734516895,4227.359268589223
28,0009,a,29.41997916666667,29.46997916666667,0,29.41997916666667,166.82720487764772,72.34188565110885,296.9783712302881,984.339352857092,2476.9357079439333,3885.1087731729444,5009.346397309803
28,0009,a,29.41997916666667,29.46997916666667,1,29.436645833333337,169.773842973935,72.26919097013395,339.3366989250533,1351.853309171891,2361.95936626089,3922.949067702756,5254.078894812635
28,0009,a,29.41997916666667,29.46997916666667,2,29.453312500000003,166.25650042117374,71.79214948901105,422.8400691073573,1633.4064233888307,2489.2379918059396,3766.133259161899,--undefined--
28,0009,a,29.41997916666667,29.46997916666667,3,29.46997916666667,166.5180270289937,71.15914743122588,477.78399853588616,1620.691546415368,2493.3631276048454,3754.4936302597353,--undefined--
29,0009,a,29.579979166666668,29.60997916666667,0,29.579979166666668,167.91770265774446,70.72289981746314,492.0768995938614,1621.6970367690396,2428.113930397672,3849.7213939471853,--undefined--
29,0009,a,29.579979166666668,29.60997916666667,1,29.58997916666667,168.65744338862137,70.74168792211736,485.88796970679414,1590.0381875131466,2428.510125567838,3858.860026551276,4471.597473192736
29,0009,a,29.579979166666668,29.60997916666667,2,29.599979166666667,168.91185087235144,70.78666508512023,475.55789067612636,1551.4617689963297,2402.907797563517,3830.6503041886476,--undefined--
29,0009,a,29.579979166666668,29.60997916666667,3,29.60997916666667,168.52066840813782,70.84811179909654,458.4496134284832,1492.3460622829523,2387.442359221112,3774.5721780640934,--undefined--
30,0009,a,29.679979166666666,29.755971521707657,0,29.679979166666666,169.7036458726997,72.06798101482184,388.1007060403513,1083.7537511003761,2527.0876609380125,3689.1326454641912,4532.645140045465
30,0009,a,29.679979166666666,29.755971521707657,1,29.70530995168033,164.1518470652126,72.12560237957051,514.0536350771139,1095.5881232633976,2208.313816481265,3636.726202604507,4208.390300224528
30,0009,a,29.679979166666666,29.755971521707657,2,29.730640736693992,162.85617456376286,72.09679222023654,525.262127343912,1032.3045996712349,2195.2885067939997,3734.3443494674007,4255.187720142431
30,0009,a,29.679979166666666,29.755971521707657,3,29.755971521707657,158.57729019865604,72.08266799277126,408.53545706523244,987.9823401522258,2336.539075631741,3855.6856543419153,4256.79354308451
31,0009,a,29.91852313573815,30.05158864303754,0,29.91852313573815,160.49457454115506,68.0977806532371,399.76852114838834,1091.4555413695998,3054.375907086115,4166.987523990467,5236.1068584569375
31,0009,a,29.91852313573815,30.05158864303754,1,29.962878304837947,173.71678190312082,71.48985420521058,571.872486385446,1047.8511025215007,2436.7937990776613,3676.8201886002676,4595.245187790595
31,0009,a,29.91852313573815,30.05158864303754,2,30.00723347393774,178.34528850189395,71.20739545976127,583.4976601757737,1117.6424634568268,2337.804400803165,3825.578026365251,4751.25011353969
31,0009,a,29.91852313573815,30.05158864303754,3,30.05158864303754,165.8131455864154,69.904450190887,500.57160449579595,1230.6904640079372,2405.5475331423013,3992.363627910588,--undefined--
32,0009,a,30.36997916666666,30.39997916666666,0,30.36997916666666,105.80041156066976,65.07534210664473,556.9950584633677,1219.9682711310102,2366.637569139163,2777.605006451949,4608.361081457552
32,0009,a,30.36997916666666,30.39997916666666,1,30.37997916666666,105.4586113886822,63.51828737282497,591.2249051701915,1182.053195482559,2289.686930023929,3171.8243915855396,4448.402241763986
32,0009,a,30.36997916666666,30.39997916666666,2,30.38997916666666,103.84023652096091,60.99445322616837,591.1636646082577,1107.442067948006,2242.8420458933797,3260.8274503667667,4446.844176600168
32,0009,a,30.36997916666666,30.39997916666666,3,30.39997916666666,107.0055014011274,58.049415202447754,537.7918570172867,1080.872632729951,2106.0316929688324,3285.5463122268607,4495.042715891073
33,0009,a,33.54997916666667,33.599979166666664,0,33.54997916666667,163.45319985581347,71.9998003740021,290.5201984988852,947.0641831857599,2670.956277836731,3678.8212027673635,4947.311118578554
33,0009,a,33.54997916666667,33.599979166666664,1,33.56664583333333,167.28601309260256,71.69894881035113,328.82642907588763,1262.6166999762836,2460.8556998601634,3801.0307826408653,--undefined--
33,0009,a,33.54997916666667,33.599979166666664,2,33.5833125,165.4825303320098,71.46924028067474,391.8754893115281,1614.5977008457226,2445.0246132159696,3890.2184696183945,--undefined--
33,0009,a,33.54997916666667,33.599979166666664,3,33.599979166666664,164.03988126991095,70.86154163359613,457.425570093161,1651.545515188589,2492.692937521639,3910.8761353756236,--undefined--
34,0009,a,33.72997916666667,33.769979166666666,0,33.72997916666667,178.76784807084192,71.54168460384244,493.5942190997163,1669.4755259086592,2533.8849003807695,3810.650839043984,--undefined--
34,0009,a,33.72997916666667,33.769979166666666,1,33.7433125,181.15143256320815,71.91591354459425,480.41539558328566,1631.6872314341374,2485.364987610329,3791.6546175882963,--undefined--
34,0009,a,33.72997916666667,33.769979166666666,2,33.75664583333334,183.8476441296972,72.37006623433119,472.48607548660686,1629.3668011317452,2513.6739286569696,3789.9566098205787,4870.501910345277
34,0009,a,33.72997916666667,33.769979166666666,3,33.769979166666666,184.91051873030585,72.71456717564712,454.8270795285412,1628.7377189655676,2526.6890354837624,3779.1007226962624,--undefined--
35,0009,a,33.9147417556861,33.99302345497224,0,33.9147417556861,195.54754030614413,63.92751369913968,390.18403796447876,1523.095199748986,2952.6102122261177,3868.3750593401705,4997.150688795442
35,0009,a,33.9147417556861,33.99302345497224,1,33.94083565544815,171.92574126538648,69.79143851399216,511.27879905914614,1458.2959825844227,2503.8582111148453,3580.7868754769524,4520.317717435422
35,0009,a,33.9147417556861,33.99302345497224,2,33.96692955521019,163.89484101778874,68.18264350384311,452.46751527382935,1478.4750647605401,2693.260167119475,3805.0242840309493,4289.061328366801
35,0009,a,33.9147417556861,33.99302345497224,3,33.99302345497224,146.64741442285734,63.50944465092136,1484.1841107559922,2938.5342762009755,3492.878522897448,4501.834380378626,--undefined--
36,0009,a,34.22699875617192,34.325285778608965,0,34.22699875617192,184.25046848949515,70.409109759135,371.92952917027645,1418.1291279066947,2465.405788138249,3556.2841234386588,5212.291260062486
36,0009,a,34.22699875617192,34.325285778608965,1,34.25976109698427,190.8090376478621,72.66452079565282,481.561350583944,1439.4670294996426,2481.321673925947,3421.2488026622223,4439.370417616105
36,0009,a,34.22699875617192,34.325285778608965,2,34.29252343779662,188.09268406520835,73.55388338478936,556.0186154084445,1475.722688070841,2569.0316009779526,3905.5830072019885,--undefined--
36,0009,a,34.22699875617192,34.325285778608965,3,34.325285778608965,175.61807508545849,68.59547809517332,422.75757860011197,1183.342238001722,2422.3866908299697,3652.6703243772517,--undefined--
37,0009,a,34.60997916666667,34.61997916666666,0,34.60997916666667,107.24605536195605,63.5077885051728,608.0461133431951,1188.7133854692663,2326.0003079065013,3271.8180833318543,4413.936422147612
37,0009,a,34.60997916666667,34.61997916666666,1,34.6133125,106.62007208120278,63.05235125142528,623.3758969434068,1173.772980083478,2303.0455200779465,3286.838525790367,4459.819349794627
37,0009,a,34.60997916666667,34.61997916666666,2,34.61664583333333,106.16084160626983,62.59757789216587,640.9748718784464,1154.9595821164526,2260.7522060053816,3338.5888909339715,4509.0335408432375
37,0009,a,34.60997916666667,34.61997916666666,3,34.61997916666666,105.70161113133686,62.16319171265195,654.8701592563802,1138.2043052355093,2222.451473905404,3382.1144740167883,4547.343954996544
38,0009,a,37.13997916666669,37.18997916666668,0,37.13997916666669,157.38138591239573,71.76122705366186,288.39043019641485,965.8685816286898,2442.475871279399,3880.9940964980333,4971.655274626236
38,0009,a,37.13997916666669,37.18997916666668,1,37.15664583333336,159.0797456658375,71.64839929164239,329.7480515931935,1548.4545167745123,2514.8411937183287,3978.2650504284657,5118.995390762729
38,0009,a,37.13997916666669,37.18997916666668,2,37.173312500000016,155.1336595216668,71.08702936230452,390.27501230109374,1682.006427949251,2531.7366332029756,3845.5633581412476,--undefined--
38,0009,a,37.13997916666669,37.18997916666668,3,37.18997916666668,155.48054588055413,70.79621880310094,428.1654261407817,1699.223156361095,2495.156166830046,3766.6146346413243,--undefined--
39,0009,a,37.29997916666667,37.32997916666668,0,37.29997916666667,159.00746680425635,70.31402810774543,478.646625247252,1628.3771435003878,2465.3813583794413,3716.9433925755075,3940.8779336134116
39,0009,a,37.29997916666667,37.32997916666668,1,37.30997916666667,158.77893059121922,70.36712643436783,476.6545792201953,1617.2972437118285,2471.5394707548735,3718.122599566841,3978.933050681286
39,0009,a,37.29997916666667,37.32997916666668,2,37.31997916666668,158.38013232278198,70.45095670610603,470.96661149920993,1606.983880506974,2467.096935195144,3724.662311389098,3980.130048548905
39,0009,a,37.29997916666667,37.32997916666668,3,37.32997916666668,157.575271458146,70.56083542277099,458.98646572727586,1569.2586630050166,2455.544472568113,3691.022386377458,3998.760313710332
